Product name,Price,,Thương hiệu,Bảo hành,CPU,NPU,Chip đồ họa,Màn hình,Webcam,Ram,Lưu trữ,Cổng kết nối,Âm thanh,Kết nối không dây,Bàn phím,Hệ điều hành,Kích thước,Pin,Khối lượng,Chất liệu,Bảo mật,Đèn LED trên máy,Trong hộp có gì,Series laptop,Tên,Part-number,Màu sắc,Nhu cầu,Mô tả bảo hành,Dung lượng RAM,Dung lượng SSD,Cổng HDMI,Công suất pin,"Kích thước, khối lượng",Công nghệ âm thanh,Đèn laptop,Phụ kiện đi kèm,Tính năng đặc biệt
Laptop ACER Predator Helios Neo 14 PHN14-51-96HG (Ultra 9-185H/ RAM 32GB/ GeForce RTX™ 4070/ 1TB SSD/ Windows 11),58.490.000₫,,ACER,12 tháng,"Intel® Core™ Ultra 9-185H ( 3.9 GHz - 5.1 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Intel® AI Boost NPU,GeForce RTX™ 4070 8GB GDDR6 Intel® UHD Graphics,"14.5"" ( 3072 x 1920 ) WQXGA+ 16:10 , IPS , 165Hz , không cảm ứng , 400 nits , 100% sRGB , Acer ComfyView",HD webcam,32GB Onboard LPDDR5x 6400MHz ( 1 Khe cắm / Không nâng cấp được ),1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",DTS X:Ultra Audio,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , RGB",Windows 11 Home SL,324.12 x 255.35 x 19.52/20.90 mm,"4 cell 76 Wh , Pin liền",1.9 kg,Vỏ nhôm,,không đèn,"Adapter, dây nguồn, HDSD,…",Predator,Predator Helios Neo 14 PHN14-51-96HG,NH.QRNSV.001,Đen,Gaming,,,,,,,,,,
Laptop MSI Katana A15 AI B8VG-466VN (Ryzen 9 8945HS/ RAM 16GB/ GeForce RTX™ 4070/ 1TB SSD/ Windows 11),39.990.000₫,,MSI,24 tháng,"AMD Ryzen™ 9 8945HS ( 4.0 GHz - 5.2 GHz / 16MB / 8 nhân, 16 luồng ), AMD AI",AMD Ryzen™AI up to 39 TOPs,"GeForce RTX™ 4070 8GB GDDR6 AMD Radeon 780M ( 1980MHz , 105W , 321 AI TOPs )","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 45% NTSC",HD webcam,1 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x USB 2.0
2 x 3.5 mm
1 x HDMI
LAN 1 Gb/s","Nahimic, Hi-Res Audio","AMD Wi-Fi 6E , Bluetooth 5.2","Bàn phím Chiclet với phím Copilot , có phím số , RGB",Windows 11 Home,359 x 259 x 24.9 mm,"3 cell 54 Wh , Pin liền",2.3 kg,,,,"Adapter, chuột",Katana,Katana A15 AI B8VG-466VN,466VN,Đen,Gaming,,,,,,,,,,
Laptop AI HP Envy x360 14-fa0049AU - A19BRPA (Ryzen 5 8640HS/RAM 16GB/Onboard/1TB SSD/Windows 11),27.790.000₫,,HP,12 tháng,"AMD Ryzen™ 5 8640HS ( 3.5 GHz - 4.9 GHz / 16MB / 6 nhân, 12 luồng ), AMD AI",AMD Ryzen™AI up to 31 TOPs,Onboard AMD Radeon 760M,"14"" ( 2880 x 1800 ) 2.8K OLED , cảm ứng , 500 nits , 100% DCI-P3",HD webcam,16GB Onboard LPDDR5 6400MHz,1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",HP Audio Boost,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , LED",Windows 11 Home,31.33 x 21.89 x 1.69 cm,"3 cell 59 Wh , Pin liền",1.4 kg,,,,"Adapter, dây nguồn, pen…",Envy X360,Envy x360 14-fa0049AU - A19BRPA,A19BRPA,Bạc,Văn phòng,,,,,,,,,,
Laptop gaming HP Victus 16-s0136AX - 9Q984PA (Ryzen 5 7640HS/RAM 32GB/GeForce RTX 3050/512GB SSD/ Windows 11),26.390.000₫,,HP,12 tháng,"AMD Ryzen™ 5 7640HS ( 4.3 GHz - 5.0 GHz / 16MB / 6 nhân, 12 luồng ), AMD AI",AMD Ryzen™AI up to 10 TOPs,GeForce RTX™ 3050 6GB GDDR6 AMD Radeon 760M,"16.1"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 250 nits , 45% NTSC",FHD webcam,2 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort
3 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",HP Audio Boost,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB",Windows 11 Home,36.9 x 25.94 x 2.29 - 2.39 cm,"4 cell 70 Wh , Pin liền",2.3 kg,,,,"Adapter, dây nguồn,…",VICTUS,Victus 16-s0136AX - 9Q984PA,9Q984PA,Bạc,Gaming,,,,,,,,,,
Laptop AI HP Envy x360 14-fc0093TU - A19C3PA (Ultra 5-125U/RAM 16GB/Onboard/512GB SSD/Windows 11),27.390.000₫,,HP,12 tháng,"Intel® Core™ Ultra 5-125U ( 1.3 GHz - 4.3 GHz / 12MB / 12 nhân, 14 luồng ), Intel AI",Intel® AI Boost NPU,Onboard Intel® Arc™ Graphics,"14"" ( 2880 x 1800 ) 2.8K OLED , cảm ứng , 500 nits , 100% DCI-P3",HD webcam,16GB Onboard LPDDR5 6400MHz,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",HP Audio Boost,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",Windows 11 Home,31.33 x 21.89 x 1.69 cm,"3 cell 59 Wh , Pin liền",1.4 kg,,,,"Adapter, dây nguồn, pen…",Envy X360,Envy x360 14-fc0093TU - A19C3PA,A19C3PA,Xanh,Văn phòng,,,,,,,,,,
Laptop AI HP 15s 15-fd1058TU - 9Z2X6PA (Ultra 7-155H/RAM 16GB/Onboard/1TB SSD/Windows 11),24.590.000₫,,HP,12 tháng,"Intel® Core™ Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Intel® AI Boost NPU,Onboard Intel® Arc™ Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng , 300 nits , 62.5% sRGB",HD webcam,2 x 8GB DDR4 3200MHz ( 2 Khe cắm,1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",HP Audio Boost,"WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , có phím số , không đèn",Windows 11 Home,35.98 x 23.6 x 1.86 cm,"3 cell 41 Wh , Pin liền",1.6 kg,,,,"Adapter, dây nguồn,…",HP 15s,15s 15-fd1058TU - 9Z2X6PA,9Z2X6PA,Bạc,Văn phòng,,,,,,,,,,
Laptop AI HP Envy x360 14-fa0046AU - A19BNPA (Ryzen 7 8840HS/RAM 32GB/Onboard/512GB SSD/Windows 11),30.890.000₫,,HP,12 tháng,"AMD Ryzen™ 7 8840HS ( 3.3 GHz - 5.1 GHz / 16MB / 8 nhân, 16 luồng ), AMD AI",AMD Ryzen™AI up to 38 TOPs,Onboard AMD Radeon 780M,"14"" ( 2880 x 1800 ) 2.8K OLED , cảm ứng , 400 nits , 100% DCI-P3",HD webcam,32GB Onboard LPDDR5 6400MHz,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",DTS X:Ultra Audio,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím Chiclet với phím Copilot , không phím số , LED",Windows 11 Home,31.33 x 21.89 x 1.69 cm,"3 cell 59 Wh , Pin liền",1.4 kg,,,,"Adapter, dây nguồn, pen…",Envy X360,Envy x360 14-fa0046AU - A19BNPA,A19BNPA,Bạc,Văn phòng,,,,,,,,,,
Laptop AI HP Envy x360 14-fa0045AU - A19BMPA (Ryzen 7 8840HS/RAM 32GB/Onboard/1TB SSD/Windows 11),32.590.000₫,,HP,12 tháng,"AMD Ryzen™ 7 8840HS ( 3.3 GHz - 5.1 GHz / 16MB / 8 nhân, 16 luồng ), AMD AI",AMD Ryzen™AI up to 38 TOPs,Onboard AMD Radeon 780M,"14"" ( 2880 x 1800 ) 2.8K OLED , cảm ứng , 500 nits , 100% DCI-P3",HD webcam,32GB Onboard LPDDR5 6400MHz,1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",HP Audio Boost,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , LED",Windows 11 Home,31.33 x 21.89 x 1.69 cm,"3 cell 59 Wh , Pin liền",1.4 kg,,,,"Adapter, dây nguồn, pen…",Envy X360,Envy x360 14-fa0045AU - A19BMPA,A19BMPA,Bạc,Văn phòng,,,,,,,,,,
Laptop AI HP Envy x360 14-fc0088TU - A19BYPA (Ultra 7-155U/RAM 16GB/Onboard/1TB SSD/Windows 11),33.790.000₫,,HP,12 tháng,"Intel® Core™ Ultra 7-155U ( 1.7 GHz - 4.8 GHz / 12MB / 12 nhân, 14 luồng ), Intel AI",Intel® AI Boost NPU,Onboard Intel® Arc™ Graphics,"14"" ( 2880 x 1800 ) 2.8K OLED , cảm ứng , 500 nits , 100% DCI-P3",HD webcam,16GB Onboard LPDDR5 6400MHz,1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",HP Audio Boost,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , LED",Windows 11 Home,31.33 x 21.89 x 1.69 cm,"3 cell 59 Wh , Pin liền",1.4 kg,,,,"Adapter, dây nguồn, pen…",Envy X360,Envy x360 14-fc0088TU - A19BYPA,A19BYPA,Bạc,Văn phòng,,,,,,,,,,
Laptop gaming MSI Stealth 18 AI Studio A1VHG-025VN (Ultra 9 185H/RAM 32GB/GeForce RTX 4080/2TB SSD/ Windows 11),94.990.000₫,,MSI,36 tháng,"Intel® Core™ Ultra 9-185H ( 3.9 GHz - 5.1 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Intel® AI Boost NPU,"GeForce RTX™ 4080 12GB GDDR6 Intel® Arc™ Graphics ( 2100MHz , 150W","18"" ( 3840 x 2400 ) Ultra HD (4K) 16:10 , IPS , 120Hz , không cảm ứng , 1000 nits , 100% DCI-P3 , Màn hình chống lóa",FHD webcam,1 x 32GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 96GB ),2TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 2500 Mbps","Nahimic, Hi-Res Audio","Wi-Fi 7 , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , có phím số , RGB",Windows 11 Home,399.99 x 289.67 x 19.9-23.99 mm,"4 cell 99 Wh , Pin liền",3 kg,Vỏ hợp kim Nhôm,"Vân tay, Khuôn mặt",,,Stealth,Stealth 18 AI Studio A1VHG-025VN,025VN,Đen,Gaming,,,,,,,,,,
Laptop MSI Pulse 16 AI C1VGKG-061VN (Ultra 9-185H/ RAM 32GB/ GeForce RTX™ 4070/ 1TB SSD/ Windows 11),52.990.000₫,,MSI,24 tháng,"Intel® Core™ Ultra 9-185H ( 3.9 GHz - 5.1 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Intel® AI Boost NPU,"GeForce RTX™ 4070 8GB GDDR6 Intel® Arc™ Graphics ( 2175MHz , 140W , 321 AI TOPs )","16"" ( 2560 x 1600 ) Quad HD (2K) IPS , 240Hz , không cảm ứng , 100% DCI-P3",HD webcam,2 x 16GB DDR5 ( 2 Khe cắm / Hỗ trợ tối đa 96GB ),1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s","Nahimic, Hi-Res Audio","WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , có phím số , RGB",Windows 11 Home SEA,35.9 x 26.64 x 2.18-2.79 cm,"4 cell 90 Wh , Pin liền",2.5 kg,,,không đèn,"Adapter, dây nguồn",,Pulse 16 AI C1VGKG-061VN,061VN,Đen,Gaming,,,,,,,,,,
Laptop AI ASUS Zenbook S 13 OLED UX5304MA-NQ117W (Ultra 7-155U/RAM 32GB/Onboard/1TB SSD/Windows 11),42.390.000₫,,ASUS,24 tháng,"Intel® Core™ Ultra 7-155U ( 1.7 GHz - 4.8 GHz / 12MB / 12 nhân, 14 luồng ), Intel AI",Intel® AI Boost NPU,Onboard Intel® Arc™ Graphics,"13.3"" ( 2880 x 1800 ) 3K 16:10 , OLED , không cảm ứng , 600 nits , 100% DCI-P3 , Màn hình chống lóa",FHD webcam,32GB Onboard LPDDR5x 5200MHz Không nâng cấp được ),1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",Smart Amp Technology,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",Windows 11 Home,29.62 x 21.63 x 1.09 ~ 1.18 cm,"4 cell 63 Wh , Pin liền",1 kg,Vỏ nhôm,Khuôn mặt,,,ZenBook,Zenbook S 13 OLED UX5304MA-NQ117W,90NB12V2-M006R0,Xám,Văn phòng,,,,,,,,,,
Laptop AI Dell XPS 9340 - XPSU5002W1 (Ultra 5-125H/RAM 16GB/Onboard/2TB SSD/Windows 11 + Office),55.990.000₫,,Dell,12 tháng,"Intel® Core™ Ultra 5-125H ( 3.6 GHz - 4.5 GHz / 18MB / 14 nhân, 18 luồng ), Intel AI",Intel® AI Boost NPU,Onboard Intel® Arc™ Graphics,"13.4"" ( 1920 x 1200 ) WUXGA 16:9 , IPS , 120Hz , không cảm ứng , 500 nits , 100% sRGB , Màn hình chống lóa , Infinity Edge",FHD webcam,16GB Onboard LPDDR5x 7467MHz Không nâng cấp được ),2TB SSD M.2 NVMe ( 1 x M.2 NVMe ),Không,Dolby Atmos,"Wi-Fi 7 BE , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , không phím số , LED",Windows 11 Home SL + Office Home & Student 2021,295.3 x 199.1 x 15.3 mm,"3 cell 55 Wh , Pin liền",1.2 kg,Vỏ nhôm,Vân tay,,,XPS,XPS 9340 - XPSU5002W1,XPSU5002W1,Bạc,Văn phòng,,,,,,,,,,
Laptop ACER Swift Go AI 14 Gen 2 SFG14-73-71ZX (Ultra 7-155H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),24.749.000₫,,ACER,12 tháng,"Intel® Core™ Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Intel® AI Boost NPU,Onboard Intel® Arc™ Graphics,"14"" ( 2880 x 1800 ) 2.8K IPS , 120Hz , không cảm ứng , 400 nits , 100% sRGB , Acer ComfyView",QHD webcam,1 x 16GB LPDDR5x 6400MHz Không nâng cấp được ),512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",Acer TrueHarmony Technology,"WiFi 7 BE , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",Windows 11 Home SL,312.9 x 217.9 x 14.9 mm,"4 cell 65 Wh , Pin liền",1.3 kg,Vỏ nhôm,Vân tay,không đèn,,Swift Go,Swift Go AI 2024 Gen 2 SFG14-73-71ZX,NX.KSLSV.002,Bạc,Văn phòng,,,,,,,,,,
Laptop Asus Zenbook DUO OLED UX8406MA-PZ307W (U7-155H) (Xám),46.990.000₫,,ASUS,24 tháng,"Intel® Core™ Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Intel® AI Boost NPU,Onboard Intel® Arc™ Graphics,"14"" ( 2880 x 1800 ) 3K 16:10 , OLED , 120Hz , cảm ứng , 500 nits , 100% DCI-P3 , Màn hình gương",FHD webcam,16GB Onboard LPDDR5x Không nâng cấp được ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",Dolby Atmos,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , không phím số , không đèn",Windows 11 Home,31.35 x 21.79 x 1.46 ~ 1.99 cm,"4 cell 75 Wh , Pin liền",1.6 kg,,Khuôn mặt,không đèn,,ZenBook,Zenbook DUO OLED UX8406MA-PZ307W,90NB12U1-M00FF0,Xám,Văn phòng,,,,,,,,,,
Laptop MSI Prestige 13 AI Evo A1MG-062VN (Ultra 7 155H) (Xám),30.990.000₫,,MSI,24 tháng,"Intel® Core™ Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Intel® AI Boost NPU,Onboard Intel® Arc™ Graphics,"13.3"" ( 2880 x 1800 ) 2.8K 16:10 , OLED , 100% DCI-P3",FHD webcam,32GB Onbard LPDDR5 6400MHz Hỗ trợ tối đa 32GB ),1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",Hi-Res Audio,"Wi-Fi 7 BE , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",Windows 11 Home,299 x 210 x 16.9 mm,"4 cell 75 Wh , Pin liền",0.9 kg,Vỏ hợp kim Nhôm,Vân tay,,,Prestige,Prestige 13 AI Evo A1MG-062VN,062VN,Xám,Văn phòng,,,,,,,,,,
Laptop AI HP Victus 16-s0140AX - 9Q987PA (Ryzen 7 7840HS/RAM 32GB/GeForce RTX 4050/512GB SSD/Windows 11),31.190.000₫,,HP,12 tháng,"AMD Ryzen™ 7 7840HS ( 3.8 GHz - 5.1 GHz / 16MB / 8 nhân, 16 luồng ), AMD AI",AMD Ryzen™AI up to 10 TOPs,GeForce RTX™ 4050 6GB GDDR6 AMD Radeon 780M,"16.1"" ( 1920 x 1080 ) Full HD IPS , 144Hz , 250 nits , 45% NTSC , Màn hình chống lóa",FHD webcam,2 x 16GB DDR5 5600MHz,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",HP Audio Boost,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",Windows 11 Home SL,36.9 x 25.94 x 2.39 cm,"4 cell 70 Wh , Pin liền",2.3 kg,,,,,VICTUS,Victus 16-s0140AX - 9Q987PA,9Q987PA,Đen,Gaming,,,,,,,,,,
Laptop AI ASUS Zenbook 14 OLED - UX3405MA-PP152W (Ultra 7-155H/RAM 32GB/Onboard/1TB SSD/Windows 11),31.290.000₫,,ASUS,24 tháng,"Intel® Core™ Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Intel® AI Boost NPU,Onboard Intel® Arc™ Graphics,"14"" ( 2880 x 1800 ) 3K 16:10 , OLED , 120Hz , không cảm ứng , 600 nits , 100% sRGB , Màn hình gương",FHD webcam,32GB LPDDR5x ( 1 Khe cắm / Không nâng cấp được ),1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",Dolby Atmos,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím Chiclet , không phím số , LED",Windows 11 Home,31.24 x 22.01 x 1.49 cm,"4 cell 75 Wh , Pin liền",1.2 kg,Vỏ kim loại,Khuôn mặt,không đèn,,ZenBook,Zenbook 14 OLED - UX3405MA-PP152W,90NB11R1-M00670,Xanh,Văn phòng,,,,,,,,,,
Laptop AI ASUS Zenbook 14 OLED - UX3405MA-PP588W (Ultra 5-125H/RAM 16GB/Onboard/512GB SSD/Windows 11),25.990.000₫,,ASUS,24 tháng,"Intel® Core™ Ultra 5-125H ( 3.6 GHz - 4.5 GHz / 18MB / 14 nhân, 18 luồng ), Intel AI",Intel® AI Boost NPU,Onboard Intel® Arc™ Graphics,"14"" ( 2880 x 1800 ) 16:10 , OLED , 120Hz , không cảm ứng , 600 nits , 100% sRGB , Màn hình gương",FHD webcam,16GB Onboard LPDDR5x ( 1 Khe cắm / Không nâng cấp được ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",Dolby Atmos,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet , không phím số , LED",Windows 11 Home,31.24 x 22.01 x 1.49 cm,"4 cell 75 Wh , Pin liền",1.2 kg,Vỏ kim loại,Khuôn mặt,,"Adapter, dây nguồn, HDSD,…",ZenBook,Zenbook 14 OLED - UX3405MA-PP588W,90NB11R2-M00XV0,Bạc,Văn phòng,,,,,,,,,,
Laptop gaming MSI Cyborg 15 AI A1VEK-053VN (Ultra 7-155H/RAM 16GB/GeForce RTX 4050/512GB SSD/ Windows 11),29.090.000₫,,MSI,24 tháng,"Intel® Core™ Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Intel® AI Boost NPU,"GeForce RTX™ 4050 6GB GDDR6 Intel® Arc™ Graphics ( 1605MHz , 45W","15.6"" ( 1920 x 1080 ) Full HD 16:10 , IPS , 100% DCI-P3",HD webcam,2 x 8GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 96GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s","Nahimic, Hi-Res Audio","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Có phím Copilot , có phím số , RGB 4 vùng",Windows 11 Home SEA,359.36 x 250.34 x 21.95-22.9 mm,"3 cell 54 Wh , Pin liền",2 kg,Vỏ nhôm,,,"MSI Essential Backpack, Adapter, dây nguồn,…",Cyborg,Cyborg 15 AI A1VEK-053VN,053VN,Đen,Gaming,,,,,,,,,,
Laptop AI HP Victus 16-s0077AX (8C5N6PA) (Ryzen 7 7840HS/RAM 16GB/GeForce RTX 3050/512GB SSD/Windows 11),24.590.000₫,,HP,12 tháng,"AMD Ryzen™ 7 7840HS ( 3.8 GHz - 5.1 GHz / 16MB / 8 nhân, 16 luồng ), AMD AI",AMD Ryzen™AI up to 10 TOPs,GeForce RTX™ 3050 6GB GDDR6 AMD Radeon 780M,"16.1"" ( 1920 x 1080 ) Full HD IPS , 144Hz , 250 nits , 45% NTSC , Màn hình chống lóa",FHD webcam,2 x 8GB DDR5 5600MHz,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",HP Audio Boost,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",Windows 11 Home SL,36.9 x 25.94 x 2.39 cm,"4 cell 70 Wh , Pin liền",2.3 kg,,,không đèn,Adapter,VICTUS,Victus 16-s0077AX (8C5N6PA),8C5N6PA,Đen,Gaming,,,,,,,,,,
Laptop AI ASUS Zenbook 14 OLED UX3405MA-PP151W (Ultra 5-125H/RAM 16GB/Onboard/512GB SSD/Windows 11),25.990.000₫,,ASUS,24 tháng,"Intel® Core™ Ultra 5-125H ( 3.6 GHz - 4.5 GHz / 18MB / 14 nhân, 18 luồng ), Intel AI",Intel® AI Boost NPU,Onboard Intel® Arc™ Graphics,"14"" ( 2880 x 1800 ) 16:10 , OLED , 120Hz , không cảm ứng , 600 nits , 100% DCI-P3 , Màn hình gương",FHD webcam,16GB Onboard LPDDR5x,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",Dolby Atmos,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",Bàn phím thường,,,,,Vỏ kim loại,Khuôn mặt,không đèn,,ZenBook,Zenbook 14 OLED UX3405MA-PP151W,90NB11R1-M00660,Xanh,Văn phòng,Bảo hành Pin 12 tháng,,,,,,,,,
Laptop AI HP Victus 16-s0078AX - 8C5N7PA (Ryzen 5 7640HS/RAM 16GB/GeForce RTX 3050/512GB SSD/Windows 11),22.990.000₫,,HP,12 tháng,"AMD Ryzen™ 5 7640HS ( 4.3 GHz - 5.0 GHz / 16MB / 6 nhân, 12 luồng ), AMD AI",AMD Ryzen™AI up to 10 TOPs,GeForce RTX™ 3050 6GB GDDR6 AMD Radeon 760M,"16.1"" ( 1920 x 1080 ) Full HD IPS , 144Hz , 250 nits , 45% NTSC",HD webcam,2 x 8GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",HP Audio Boost,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB",Windows 11 Home,36.9 x 25.94 x 2.29 cm,"4 cell 70 Wh , Pin liền",2.3 kg,,,không đèn,"Adapter, dây nguồn,…",VICTUS,Victus 16-s0078AX - 8C5N7PA,8C5N7PA,Đen,Gaming,,,,,,,,,,
Laptop MSI GF63 Thin 12VE-460VN (i5-12450H) (Đen),17.990.000₫,,MSI,12 tháng,"Intel® Core™ i5-12450H ( 2.0 GHz - 4.4 GHz / 12MB / 8 nhân, 12 luồng ), Non-EVO",,"GeForce RTX™ 4050 6GB GDDR6 Intel® UHD Graphics ( 1605MHz , 45W , 194 AI TOPs )","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng",HD webcam,1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"512GB SSD M.2 NVMe ( 1 x 2.5"" SATA /( 1 x M.2 NVMe )","1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI",Hi-Res Audio,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , LED",Windows 11 Home,35.9 x 25.4 x 2.17 cm,"3 cell 52 Wh , Pin liền",1.8 kg,,,không đèn,,GF Series,GF63 Thin 12VE-460VN,460VN,Đen,"Gaming, Văn phòng",,,,,,,,,,
